flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
2038,5.93,236,167,69,0.25,0,271
2039,6.91,219,208,11,0.27,0,265
2040,8.3,101,84,17,0.17,0,126
2041,10.06,112,109,3,0.23,1,154
2042,5.34,238,186,52,0.23,0,270
2043,8.11,169,119,50,0.05,0,173
2044,2.66,154,117,37,0.05,0,156
2045,11.39,211,176,35,0.02,1,232
2046,6.45,88,76,12,0.1,1,107
2047,9.02,90,68,22,0.14,0,115
2048,3.18,170,123,47,0.3,1,185
2049,3.26,157,111,46,0.13,0,159
2050,6.36,214,189,25,0.22,0,244
2051,10.66,114,81,33,0.21,0,147
2052,6.8,167,160,7,0.06,0,193
2053,11.23,128,119,9,0.02,0,148
2054,7.35,209,204,5,0.16,1,240
2055,7.41,57,53,4,0.21,1,81
2056,2.32,146,113,33,0.3,0,163
2057,9.83,67,50,17,0.11,0,93
2058,3.72,222,171,51,0.27,0,255
2059,10.9,270,219,51,0.11,0,299
2060,11.02,145,123,22,0.21,0,186
2061,11.38,82,65,17,0.18,0,114
2062,6.72,54,48,6,0.02,0,65
2063,9.09,259,194,65,0.02,1,271
2064,9.56,289,231,58,0.01,0,306
2065,2.44,176,140,36,0.11,0,192
2066,8.41,299,251,48,0.22,1,352
2067,1.38,123,91,32,0.05,0,121
2068,6.47,175,162,13,0.18,0,202
2069,2.7,213,189,24,0.09,0,225
2070,3.01,274,211,63,0.24,0,300
2071,6.29,200,171,29,0.24,1,240
2072,5.76,217,160,57,0.23,0,246
2073,7.85,54,49,5,0.16,0,78
2074,3.67,83,74,9,0.09,1,98
2075,7.53,73,54,19,0.24,1,98
2076,4.64,194,167,27,0.06,1,208
2077,7.31,144,122,22,0.09,0,166
2078,8.01,120,109,11,0.06,0,141
2079,8.01,258,237,21,0.2,1,296
2080,9.64,141,114,27,0.21,1,184
2081,4.69,279,269,10,0.2,0,313
2082,9.42,174,129,45,0.12,0,208
2083,5.76,71,55,16,0.03,0,85
2084,7.36,64,61,3,0.27,1,88
2085,8.13,150,119,31,0.15,0,179
2086,1.2,64,53,11,0.12,0,73
2087,8.19,291,275,16,0.18,0,344
2088,7.8,291,268,23,0.06,0,309
2089,5.79,202,178,24,0.04,1,216
2090,1.94,102,81,21,0.12,0,116
2091,3.82,198,161,37,0.07,1,211
2092,11.31,296,249,47,0.07,1,328
2093,8.58,151,117,34,0.27,0,194
2094,2.4,243,188,55,0.16,0,257
2095,4.92,268,219,49,0.15,0,279
2096,8.33,162,124,38,0.21,1,191
2097,10.19,81,73,8,0.29,0,127
2098,1.48,70,52,18,0.03,0,73
2099,5.13,245,200,45,0.25,1,276
2100,10.79,221,167,54,0.18,0,264
2101,3.08,132,111,21,0.04,1,143
2102,3.22,243,228,15,0.09,0,260
2103,11.55,267,224,43,0.14,0,309
2104,7.75,275,245,30,0.21,0,313
2105,5.36,63,50,13,0.07,1,75
2106,1.74,64,55,9,0.16,0,72
2107,3.25,197,148,49,0.21,1,222
2108,5.2,83,67,16,0.13,1,96
2109,10.7,213,170,43,0.26,0,259
2110,6.74,132,124,8,0.26,1,172
2111,8.92,58,41,17,0.14,0,94
2112,11.1,248,186,62,0.29,0,295
2113,5.49,207,159,48,0.02,0,214
2114,4.72,126,114,12,0.0,1,128
2115,6.69,268,225,43,0.11,0,291
2116,10.99,240,231,9,0.18,0,286
2117,9.85,285,239,46,0.19,0,334
2118,1.72,212,203,9,0.14,0,224
2119,8.62,190,159,31,0.04,0,203
2120,8.15,256,207,49,0.05,1,281
2121,11.17,223,197,26,0.26,1,272
2122,2.35,233,199,34,0.26,0,264
2123,7.81,58,43,15,0.2,1,82
2124,10.67,286,277,9,0.2,0,336
2125,6.69,264,202,62,0.18,1,289
2126,6.3,295,280,15,0.06,0,323
2127,1.78,85,85,0,0.13,0,99
2128,4.06,166,157,9,0.21,0,192
2129,5.92,281,217,64,0.16,1,305
2130,11.4,52,46,6,0.01,0,82
2131,4.11,275,204,71,0.29,0,313
2132,6.07,68,58,10,0.25,0,96
2133,8.38,205,204,1,0.08,0,234
2134,2.78,72,57,15,0.18,0,85
2135,7.38,153,148,5,0.28,1,196
2136,9.65,290,222,68,0.03,1,309
2137,10.54,286,272,14,0.15,0,339
2138,8.64,184,165,19,0.14,1,215
2139,8.36,154,119,35,0.12,0,175
2140,4.14,253,181,72,0.25,1,279
2141,11.51,191,170,21,0.11,1,230
2142,2.46,95,72,23,0.02,0,97
2143,9.97,192,182,10,0.02,1,229
2144,3.91,244,185,59,0.01,0,244
2145,11.27,64,52,12,0.12,0,89
2146,9.48,100,95,5,0.22,1,136
2147,9.29,265,241,24,0.06,0,300
2148,3.41,293,282,11,0.19,0,324
2149,5.87,159,141,18,0.21,0,183
2150,8.56,57,54,3,0.08,1,80
2151,9.47,118,96,22,0.18,0,145
2152,2.14,239,168,71,0.21,0,249
2153,11.66,228,228,0,0.14,1,266
2154,11.01,112,94,18,0.1,1,143
2155,3.97,117,97,20,0.19,0,138
2156,10.05,255,186,69,0.29,0,300
2157,6.7,193,164,29,0.13,0,217
2158,6.08,261,219,42,0.12,0,285
2159,4.46,201,173,28,0.14,0,216
2160,8.23,55,51,4,0.02,1,80
2161,9.03,168,166,2,0.17,0,206
2162,5.52,106,94,12,0.1,0,126
2163,7.92,80,79,1,0.04,0,105
2164,9.29,55,46,9,0.14,1,93
2165,8.82,276,251,25,0.0,0,288
2166,3.47,256,216,40,0.12,1,268
2167,10.46,206,198,8,0.03,0,243
2168,6.04,116,84,32,0.01,0,129
2169,3.89,252,185,67,0.25,0,281
2170,3.66,180,170,10,0.27,0,210
2171,6.31,205,184,21,0.06,0,222
2172,10.76,123,101,22,0.16,0,155
2173,5.16,163,159,4,0.08,0,175
2174,9.75,146,131,15,0.15,1,184
2175,2.07,225,209,16,0.13,0,232
2176,7.28,129,94,35,0.08,1,142
2177,11.91,172,129,43,0.21,0,210
2178,9.47,187,155,32,0.04,0,219
2179,3.32,82,70,12,0.02,0,89
2180,6.52,277,200,77,0.23,0,312
2181,3.57,244,176,68,0.2,0,260
2182,5.51,246,175,71,0.15,0,269
2183,9.58,189,182,7,0.14,0,240
2184,9.48,234,223,11,0.15,0,276
2185,3.51,93,75,18,0.13,0,103
2186,11.3,62,52,10,0.12,1,82
2187,8.33,201,200,1,0.15,1,241
2188,6.42,221,217,4,0.16,1,250
2189,7.52,106,78,28,0.21,1,127
2190,7.66,145,108,37,0.21,0,177
2191,7.16,193,173,20,0.11,0,216
2192,7.38,273,201,72,0.12,1,293
2193,6.55,158,130,28,0.11,0,182
2194,2.94,278,211,67,0.16,0,291
2195,9.94,169,148,21,0.14,0,196
2196,6.96,149,144,5,0.27,0,188
2197,2.44,198,173,25,0.21,0,224
2198,9.9,160,139,21,0.27,1,200
2199,11.26,253,212,41,0.21,0,297
2200,11.42,100,97,3,0.29,0,137
2201,6.32,70,50,20,0.19,1,93
2202,2.49,109,102,7,0.29,0,140
2203,6.7,228,215,13,0.05,0,253
2204,2.24,70,59,11,0.02,0,74
2205,11.41,156,131,25,0.17,1,197
2206,4.65,175,152,23,0.3,1,205
2207,3.78,294,226,68,0.13,0,311
2208,6.66,183,155,28,0.06,1,195
2209,5.21,122,100,22,0.16,0,140
2210,10.15,242,190,52,0.19,1,286
2211,7.11,125,125,0,0.09,1,153
2212,4.54,235,195,40,0.21,1,266
2213,3.94,127,94,33,0.29,0,151
2214,7.58,183,183,0,0.27,1,223
2215,4.33,114,101,13,0.09,1,129
2216,7.73,135,98,37,0.1,0,158
2217,8.09,83,75,8,0.11,1,105
2218,8.86,105,91,14,0.12,0,130
2219,11.44,124,88,36,0.03,1,145
2220,11.03,52,49,3,0.23,0,84
2221,11.51,219,215,4,0.11,1,256
2222,3.69,239,178,61,0.26,0,268
2223,2.45,55,41,14,0.28,0,65
2224,4.33,55,48,7,0.01,0,58
2225,10.85,240,203,37,0.3,0,309
2226,11.69,197,148,49,0.21,0,232
2227,10.45,198,155,43,0.16,0,231
2228,2.21,51,47,4,0.12,0,60
2229,11.42,267,266,1,0.16,0,315
2230,5.66,272,233,39,0.1,0,292
2231,3.08,139,104,35,0.19,1,149
2232,5.87,105,77,28,0.03,0,120
2233,3.41,145,104,41,0.19,1,159
2234,7.89,59,44,15,0.08,1,82
2235,4.72,136,113,23,0.01,0,152
2236,6.21,299,260,39,0.17,0,331
2237,8.52,119,92,27,0.17,1,149
2238,10.56,200,156,44,0.13,0,239
2239,8.28,269,226,43,0.02,0,284
2240,5.77,162,158,4,0.27,0,201
2241,10.37,79,58,21,0.18,1,106
2242,10.96,177,153,24,0.03,0,209
2243,2.32,127,114,13,0.15,0,138
2244,7.79,214,174,40,0.15,1,246
2245,5.56,104,83,21,0.02,1,120
2246,1.52,273,256,17,0.18,0,293
2247,8.35,98,74,24,0.24,0,123
2248,10.76,83,76,7,0.22,1,115
2249,2.79,154,146,8,0.06,0,170
2250,9.94,221,195,26,0.26,0,264
2251,10.39,292,229,63,0.1,0,322
2252,11.23,71,51,20,0.28,1,109
2253,3.92,80,61,19,0.02,0,88
2254,11.14,184,133,51,0.15,1,222
2255,5.89,154,148,6,0.18,1,172
2256,7.08,198,194,4,0.07,0,225
2257,1.56,65,55,10,0.23,0,74
2258,1.48,69,63,6,0.19,0,71
2259,8.92,92,70,22,0.01,0,105
2260,5.89,221,177,44,0.18,0,255
2261,5.31,96,69,27,0.15,1,115
2262,3.09,163,151,12,0.06,0,178
2263,9.03,68,59,9,0.3,1,104
2264,1.0,97,83,14,0.27,0,104
2265,9.86,273,254,19,0.09,0,308
2266,1.87,256,211,45,0.16,0,278
2267,3.11,246,214,32,0.09,0,257
2268,6.48,188,163,25,0.23,1,228
2269,6.33,256,229,27,0.28,0,300
2270,4.9,206,205,1,0.11,0,231
2271,4.53,291,246,45,0.24,0,331
2272,11.6,94,85,9,0.15,0,133
2273,8.06,245,245,0,0.12,0,279
2274,1.26,290,264,26,0.28,0,334
2275,6.87,213,196,17,0.15,1,245
2276,10.63,225,199,26,0.14,0,254
2277,5.71,136,131,5,0.2,1,173
2278,2.04,64,55,9,0.08,0,66
2279,9.34,159,126,33,0.1,0,194
2280,7.67,221,180,41,0.28,0,263
2281,7.27,244,186,58,0.2,0,274
2282,1.59,145,126,19,0.25,0,166
2283,2.55,251,212,39,0.08,0,257
2284,7.85,217,165,52,0.16,0,235
2285,3.29,151,132,19,0.29,0,177
2286,6.54,135,107,28,0.1,0,155
2287,7.9,191,167,24,0.05,1,219
2288,4.12,240,210,30,0.15,0,257
2289,11.43,130,101,29,0.12,0,164
2290,10.27,262,249,13,0.05,0,292
2291,8.95,100,90,10,0.27,0,135
2292,1.86,161,151,10,0.3,0,193
2293,2.17,256,229,27,0.17,0,276
2294,6.42,235,219,16,0.23,0,276
2295,2.77,64,53,11,0.26,0,83
2296,11.76,114,87,27,0.21,0,156
2297,2.74,137,105,32,0.01,0,133
2298,6.36,232,207,25,0.05,0,246
2299,5.01,296,209,87,0.02,0,294
2300,8.03,125,103,22,0.0,0,145
2301,4.16,59,52,7,0.09,1,70
2302,5.73,287,216,71,0.12,0,305
2303,4.02,283,222,61,0.07,0,298
2304,10.77,91,71,20,0.02,0,114
2305,3.37,293,276,17,0.16,1,329
2306,11.05,144,124,20,0.08,0,166
2307,10.16,60,45,15,0.24,0,88
2308,4.27,167,142,25,0.0,0,166
2309,9.68,193,154,39,0.25,0,235
2310,1.34,174,144,30,0.29,0,201
2311,11.64,250,187,63,0.21,0,292
2312,7.74,288,264,24,0.22,1,332
2313,4.34,127,106,21,0.28,0,145
2314,6.26,196,189,7,0.06,1,225
2315,3.6,208,165,43,0.3,1,240
2316,11.88,250,196,54,0.23,0,296
2317,1.43,277,274,3,0.22,0,319
2318,8.2,230,184,46,0.11,0,253
2319,5.87,280,246,34,0.16,0,306
2320,11.44,295,285,10,0.2,0,348
2321,5.21,139,122,17,0.19,1,158
2322,7.79,57,54,3,0.21,1,77
2323,6.31,201,176,25,0.02,0,211
2324,8.73,185,164,21,0.11,0,225
2325,3.61,260,203,57,0.13,1,269
2326,4.74,160,123,37,0.08,1,164
2327,4.93,225,185,40,0.05,1,237
2328,9.12,207,206,1,0.04,0,234
2329,3.08,107,78,29,0.11,0,119
2330,7.31,135,108,27,0.15,0,156
2331,3.37,104,103,1,0.02,0,109
2332,10.48,250,189,61,0.28,0,308
2333,11.36,171,161,10,0.23,0,210
2334,6.7,299,248,51,0.22,0,341
2335,4.88,239,206,33,0.05,0,255
2336,3.57,157,138,19,0.18,0,181
2337,1.55,97,72,25,0.16,0,103
2338,3.95,181,158,23,0.29,0,207
2339,8.2,214,210,4,0.22,0,265
2340,6.87,185,133,52,0.17,0,206
2341,11.5,178,129,49,0.26,1,228
2342,5.36,269,214,55,0.05,0,280
2343,8.63,247,213,34,0.0,0,260
2344,6.38,96,94,2,0.21,0,124
2345,7.61,277,212,65,0.03,1,293
2346,3.95,294,288,6,0.03,0,308
2347,6.0,252,247,5,0.22,0,291
2348,6.18,54,46,8,0.08,0,62
2349,8.77,227,217,10,0.19,0,267
2350,11.35,73,73,0,0.28,0,116
2351,4.62,224,196,28,0.09,0,235
2352,3.38,67,65,2,0.07,1,81
2353,6.46,133,127,6,0.03,0,151
2354,7.9,205,201,4,0.04,1,232
2355,4.52,254,239,15,0.02,1,254
2356,9.37,54,43,11,0.03,0,69
2357,11.86,79,60,19,0.13,1,108
2358,11.4,50,44,6,0.1,0,90
2359,3.17,135,115,20,0.21,0,150
2360,10.63,131,130,1,0.26,0,174
2361,8.75,223,219,4,0.24,0,282
2362,5.99,118,109,9,0.16,0,143
2363,6.95,80,67,13,0.03,0,101
2364,10.35,247,193,54,0.21,0,285
2365,6.28,140,115,25,0.11,0,165
2366,5.11,233,206,27,0.03,0,251
2367,6.43,266,257,9,0.25,0,317
2368,7.37,142,109,33,0.1,0,161
2369,3.08,176,157,19,0.07,0,189
2370,11.11,205,160,45,0.26,1,243
2371,8.42,65,55,10,0.27,0,99
2372,8.7,103,81,22,0.1,1,122
2373,2.09,230,168,62,0.11,0,235
2374,7.65,189,137,52,0.17,0,221
2375,2.33,69,58,11,0.22,0,86
2376,1.87,131,111,20,0.02,0,125
2377,6.8,211,195,16,0.18,0,240
2378,6.63,296,213,83,0.29,1,343
2379,7.48,230,199,31,0.08,0,244
2380,3.8,241,232,9,0.27,1,289
2381,6.88,200,175,25,0.29,1,242
2382,4.57,158,152,6,0.08,1,182
2383,11.88,204,174,30,0.23,1,248
2384,7.17,162,135,27,0.07,0,177
2385,8.56,66,60,6,0.22,0,99
2386,4.58,225,221,4,0.24,0,262
2387,2.04,198,142,56,0.07,0,193
2388,11.73,227,175,52,0.21,0,273
2389,5.58,217,163,54,0.24,1,239
2390,5.66,175,156,19,0.11,0,203
2391,8.15,272,210,62,0.05,0,288
2392,1.27,52,45,7,0.03,0,51
2393,9.91,66,63,3,0.17,0,102
2394,6.9,238,230,8,0.29,0,294
2395,5.5,99,89,10,0.25,1,124
2396,1.68,171,164,7,0.13,0,197
2397,2.79,139,98,41,0.16,0,161
2398,10.85,136,134,2,0.08,0,170
2399,8.55,55,48,7,0.05,0,82
2400,3.75,205,178,27,0.14,0,230
2401,1.72,249,227,22,0.14,0,261
2402,8.6,104,87,17,0.16,0,132
2403,7.3,235,225,10,0.29,0,282
2404,5.45,222,170,52,0.18,0,242
2405,5.0,249,225,24,0.18,0,280
2406,3.38,196,162,34,0.04,0,203
2407,8.37,151,119,32,0.3,0,181
2408,11.68,78,58,20,0.23,0,114
2409,4.58,200,150,50,0.26,1,227
2410,7.57,160,131,29,0.12,0,190
2411,5.67,209,185,24,0.15,0,240
2412,5.91,59,51,8,0.16,0,73
2413,3.8,140,108,32,0.06,0,154
2414,10.08,226,167,59,0.21,0,266
2415,6.34,242,235,7,0.27,0,289
2416,7.89,280,248,32,0.05,1,298
2417,4.35,78,60,18,0.03,0,81
2418,3.0,236,206,30,0.22,0,258
2419,1.95,94,85,9,0.08,0,92
2420,8.86,244,214,30,0.19,0,284
2421,3.16,100,82,18,0.21,0,105
2422,8.59,288,202,86,0.1,0,303
2423,6.51,150,128,22,0.24,1,184
2424,5.57,272,255,17,0.16,0,312
2425,6.16,177,169,8,0.26,0,209
2426,6.31,60,60,0,0.23,1,86
2427,2.11,263,219,44,0.26,0,293
2428,5.79,131,110,21,0.01,1,140
2429,8.3,177,167,10,0.07,0,203
2430,8.99,276,219,57,0.03,1,288
2431,4.15,55,43,12,0.13,0,67
2432,7.14,116,107,9,0.27,1,149
2433,4.74,111,100,11,0.14,1,135
2434,3.31,182,128,54,0.25,0,210
2435,3.21,186,166,20,0.1,1,197
2436,10.86,77,60,17,0.1,0,104
2437,3.32,260,225,35,0.27,0,301
2438,3.5,269,205,64,0.13,0,282
2439,4.08,268,207,61,0.24,0,302
2440,2.4,254,204,50,0.07,0,264
2441,8.03,87,65,22,0.28,0,120
2442,1.83,92,67,25,0.17,0,100
2443,4.21,166,138,28,0.23,1,185
2444,8.8,198,184,14,0.03,1,220
2445,4.74,268,236,32,0.15,0,292
2446,8.79,239,185,54,0.27,0,287
2447,7.13,95,77,18,0.26,0,130
2448,3.82,247,234,13,0.01,0,263
2449,8.16,215,212,3,0.09,0,249
2450,2.28,98,78,20,0.13,0,102
2451,6.9,252,234,18,0.05,0,279
2452,6.93,288,245,43,0.22,1,331
2453,3.95,282,219,63,0.06,0,284
2454,7.64,294,245,49,0.1,0,323
2455,10.58,258,252,6,0.2,0,308
2456,11.99,297,281,16,0.14,0,335
2457,7.69,88,83,5,0.22,0,112
2458,5.45,120,111,9,0.29,0,149
2459,3.48,176,147,29,0.03,0,182
2460,3.83,207,176,31,0.21,0,227
2461,7.32,198,186,12,0.07,1,225
2462,6.31,50,49,1,0.12,1,72
2463,11.05,266,253,13,0.01,0,286
2464,5.05,209,148,61,0.04,0,227
2465,5.11,300,258,42,0.1,0,314
2466,5.22,298,221,77,0.1,0,309
2467,10.2,185,138,47,0.27,0,228
2468,8.16,118,100,18,0.22,0,146
2469,7.76,79,63,16,0.29,0,114
2470,4.68,164,155,9,0.18,0,188
2471,10.0,57,46,11,0.07,0,78
2472,3.35,162,149,13,0.1,1,179
2473,10.84,68,52,16,0.1,1,81
2474,7.61,285,278,7,0.1,1,320
2475,5.38,108,83,25,0.2,0,134
2476,7.47,232,226,6,0.16,1,257
2477,8.34,207,153,54,0.12,0,228
2478,3.11,128,117,11,0.04,1,128
2479,10.59,85,69,16,0.01,0,109
2480,7.02,104,89,15,0.07,1,134
2481,4.77,93,83,10,0.03,0,106
2482,4.24,204,165,39,0.24,1,231
2483,6.96,126,91,35,0.03,1,125
2484,6.46,127,126,1,0.22,0,152
2485,5.44,150,109,41,0.12,0,164
2486,9.11,231,189,42,0.02,1,249
2487,5.63,225,171,54,0.24,0,257
2488,11.65,79,70,9,0.17,1,117
2489,7.59,88,76,12,0.07,0,104
2490,9.88,288,213,75,0.27,0,337
2491,2.2,62,55,7,0.01,0,64
2492,5.37,171,144,27,0.06,0,180
2493,6.03,193,192,1,0.23,1,226
2494,7.26,221,211,10,0.21,0,264
2495,10.47,248,201,47,0.09,0,264
2496,1.86,161,127,34,0.02,0,152
2497,1.8,296,245,51,0.26,0,345
2498,10.65,296,284,12,0.09,1,331
2499,4.92,204,177,27,0.06,1,225
2500,8.36,94,84,10,0.15,0,120
2501,7.89,168,144,24,0.27,1,203
2502,10.5,84,63,21,0.01,1,110
2503,2.38,256,197,59,0.23,0,280
2504,4.17,205,200,5,0.17,1,231
2505,7.13,276,203,73,0.13,0,297
2506,11.41,56,49,7,0.22,0,92
2507,6.73,239,186,53,0.29,1,277
2508,4.6,291,279,12,0.07,0,308
2509,8.46,159,128,31,0.04,1,173
2510,11.37,163,152,11,0.27,1,206
2511,10.21,100,87,13,0.2,0,143
2512,11.96,95,95,0,0.13,1,127
2513,1.25,69,66,3,0.17,0,83
2514,2.24,145,141,4,0.22,0,164
2515,7.7,87,81,6,0.23,0,118
2516,10.39,238,231,7,0.28,1,296
2517,4.14,153,122,31,0.13,0,159
2518,3.63,81,81,0,0.09,0,94
2519,9.66,203,166,37,0.19,0,243
2520,3.51,107,103,4,0.12,1,117
2521,5.06,216,155,61,0.18,0,248
2522,6.56,197,142,55,0.13,0,220
2523,7.16,131,123,8,0.05,0,155
2524,9.01,99,81,18,0.14,0,130
2525,6.19,256,254,2,0.21,1,287
2526,7.74,101,73,28,0.24,0,131
2527,7.44,135,114,21,0.15,0,171
2528,7.93,164,162,2,0.05,1,192
2529,8.05,199,179,20,0.12,0,226
2530,5.34,102,100,2,0.24,1,122
2531,1.93,262,232,30,0.12,0,271
2532,4.07,115,92,23,0.21,1,126
2533,3.47,281,242,39,0.15,0,301
2534,6.5,166,147,19,0.07,0,179
2535,10.56,92,89,3,0.24,1,129
2536,9.31,131,122,9,0.03,1,156
2537,10.1,200,194,6,0.16,1,232
2538,4.86,254,193,61,0.06,0,258
2539,6.64,113,109,4,0.02,1,128
2540,6.54,282,232,50,0.15,1,307
2541,3.11,186,167,19,0.15,0,205
2542,3.55,162,152,10,0.21,1,187
2543,8.32,184,149,35,0.22,1,216
2544,11.88,218,189,29,0.22,0,263
2545,2.84,103,91,12,0.12,0,114
2546,1.51,114,94,20,0.19,0,132
2547,9.57,51,44,7,0.17,0,71
2548,3.78,181,165,16,0.13,0,205
2549,10.13,127,106,21,0.18,0,152
2550,8.74,81,65,16,0.28,0,113
2551,11.4,149,148,1,0.06,0,188
2552,5.5,179,154,25,0.27,0,206
2553,8.96,153,151,2,0.02,1,179
2554,7.18,291,275,16,0.09,1,314
2555,7.94,292,243,49,0.09,0,322
2556,7.05,241,179,62,0.19,1,262
2557,3.07,191,141,50,0.04,0,189
2558,6.59,197,193,4,0.26,0,239
2559,6.81,138,121,17,0.25,0,173
2560,9.92,283,234,49,0.2,0,327
2561,9.62,98,94,4,0.14,1,131
2562,8.97,185,143,42,0.28,1,223
2563,2.25,269,209,60,0.25,0,291
2564,8.93,240,175,65,0.15,0,275
2565,6.5,223,223,0,0.21,0,266
2566,10.84,198,186,12,0.17,0,238
2567,11.12,136,103,33,0.18,0,162
2568,1.61,209,167,42,0.1,0,222
2569,10.39,57,42,15,0.14,1,91
2570,3.34,272,268,4,0.02,1,282
2571,5.04,150,124,26,0.11,0,163
2572,7.88,65,54,11,0.21,1,89
2573,2.63,89,89,0,0.29,0,108
2574,9.21,155,132,23,0.29,0,200
2575,1.09,76,63,13,0.17,0,77
2576,2.85,153,145,8,0.18,0,170
2577,8.23,154,142,12,0.06,1,176
2578,8.86,195,158,37,0.21,0,232
2579,11.08,84,73,11,0.02,0,115
2580,8.76,162,121,41,0.09,0,185
2581,8.39,101,91,10,0.2,0,139
2582,6.55,192,177,15,0.09,1,210
2583,1.01,240,170,70,0.01,0,238
2584,2.32,102,75,27,0.25,0,111
2585,6.88,140,139,1,0.09,0,162
2586,8.43,130,100,30,0.02,0,149
2587,5.59,153,148,5,0.02,0,174
2588,9.04,115,115,0,0.08,0,141
2589,6.74,162,149,13,0.05,0,183
2590,3.67,291,268,23,0.23,1,328
2591,4.73,80,61,19,0.1,1,81
2592,10.56,110,87,23,0.24,1,145
2593,8.97,241,171,70,0.05,0,250
2594,10.84,150,118,32,0.15,0,189
2595,2.29,154,135,19,0.21,0,179
2596,11.91,282,223,59,0.2,1,324
2597,3.3,147,103,44,0.18,0,155
2598,1.13,83,66,17,0.28,0,91
2599,11.97,292,226,66,0.07,0,322
2600,4.09,232,167,65,0.15,0,250
2601,8.35,108,105,3,0.27,0,160
2602,2.94,52,42,10,0.02,0,57
2603,8.22,66,50,16,0.02,1,85
2604,10.94,127,91,36,0.07,0,162
2605,4.52,255,239,16,0.19,0,289
2606,8.37,95,81,14,0.08,0,112
2607,3.07,215,172,43,0.06,0,223
2608,7.87,84,78,6,0.14,0,112
2609,6.03,178,146,32,0.18,1,201
2610,3.32,161,149,12,0.07,0,177
2611,5.82,206,186,20,0.09,1,230
2612,2.97,181,158,23,0.18,0,198
2613,10.92,110,93,17,0.28,0,158
2614,6.57,146,127,19,0.2,1,170
2615,3.7,194,166,28,0.23,0,223
2616,5.93,205,187,18,0.11,0,225
2617,4.53,227,217,10,0.08,0,237
2618,9.19,139,138,1,0.14,0,174
2619,11.74,185,175,10,0.24,1,245
2620,5.82,211,175,36,0.14,0,233
2621,10.75,108,83,25,0.25,1,136
2622,8.09,67,64,3,0.3,1,98
2623,2.73,144,140,4,0.02,0,148
2624,9.22,236,183,53,0.01,1,255
2625,6.65,204,186,18,0.04,0,220
2626,8.86,65,47,18,0.12,1,79
2627,10.79,299,235,64,0.04,0,322
2628,5.84,59,54,5,0.26,0,82
2629,10.91,153,140,13,0.01,0,177
2630,9.26,125,106,19,0.09,0,145
2631,6.37,199,195,4,0.06,0,230
2632,8.43,65,63,2,0.28,1,93
2633,4.58,61,58,3,0.2,0,83
2634,11.82,124,96,28,0.27,0,163
2635,9.01,261,221,40,0.29,1,317
2636,1.48,228,228,0,0.15,0,250
2637,5.94,178,143,35,0.07,1,193
2638,8.61,76,67,9,0.06,1,94
2639,3.51,244,207,37,0.07,1,257
2640,3.21,61,58,3,0.21,1,82
2641,5.95,79,66,13,0.01,0,87
2642,4.66,58,41,17,0.02,0,63
2643,6.94,102,100,2,0.18,1,143
2644,3.89,238,218,20,0.19,0,262
2645,2.81,103,96,7,0.2,0,117
2646,8.58,214,199,15,0.11,0,252
2647,7.63,242,215,27,0.24,1,292
2648,3.2,219,166,53,0.16,0,222
2649,4.52,98,72,26,0.03,0,110
2650,7.51,53,50,3,0.24,0,77
2651,1.79,241,202,39,0.29,0,272
2652,2.62,128,104,24,0.02,0,137
2653,1.81,228,193,35,0.12,0,238
2654,9.94,140,122,18,0.15,0,170
2655,9.77,249,235,14,0.04,1,274
2656,9.29,237,203,34,0.26,0,283
2657,9.45,264,233,31,0.09,1,296
2658,9.02,128,98,30,0.23,1,166
2659,6.25,268,207,61,0.2,0,301
2660,8.07,208,200,8,0.18,0,246
2661,1.42,152,148,4,0.06,0,163
2662,8.59,160,117,43,0.07,1,183
2663,9.56,249,209,40,0.01,0,270
2664,6.5,271,202,69,0.07,0,280
2665,4.93,107,106,1,0.1,0,127
2666,4.05,296,250,46,0.25,0,324
2667,8.07,283,238,45,0.11,0,318
2668,8.62,131,98,33,0.23,0,169
2669,10.84,181,176,5,0.13,1,224
2670,4.77,288,268,20,0.24,0,337
2671,9.47,284,250,34,0.29,0,342
2672,7.17,71,53,18,0.07,0,85
2673,10.95,180,130,50,0.26,1,215
2674,6.81,128,90,38,0.19,0,155
2675,7.66,148,106,42,0.25,1,174
2676,7.36,224,224,0,0.2,0,263
2677,9.24,87,86,1,0.13,0,117
2678,11.61,210,201,9,0.07,0,245
2679,1.81,255,229,26,0.02,0,259
2680,1.59,225,169,56,0.16,0,227
2681,11.31,242,178,64,0.3,0,293
2682,7.77,166,157,9,0.22,1,207
2683,7.76,290,237,53,0.1,0,312
2684,6.31,75,55,20,0.25,0,92
2685,2.03,185,160,25,0.23,0,212
2686,9.45,99,96,3,0.08,0,124
2687,9.22,257,222,35,0.0,0,274
2688,4.43,87,78,9,0.04,0,97
2689,4.37,187,155,32,0.26,0,216
2690,10.22,91,80,11,0.25,0,134
2691,1.8,86,86,0,0.09,0,98
2692,10.69,203,143,60,0.09,0,221
2693,3.82,269,226,43,0.24,0,301
2694,7.52,189,163,26,0.28,0,227
2695,11.42,261,187,74,0.23,1,306
2696,8.46,98,94,4,0.18,0,132
2697,5.56,191,181,10,0.07,0,210
2698,8.58,95,72,23,0.16,0,120
2699,6.1,212,196,16,0.07,1,221
2700,5.5,78,60,18,0.24,1,105
2701,11.96,61,57,4,0.12,0,93
